Stock,Position,User_count,Date,Last_updated
Hyliion Holdings,89,7605.0,04/12/2020,2020-12-04 21:40:00
TUI,90,7505.0,04/12/2020,2020-12-04 18:40:00
Powerhouse Energy,91,7442.0,04/12/2020,2020-12-04 18:40:00
Blink Charging,92,7318.0,04/12/2020,2020-12-04 11:00:00
Greggs,93,7306.0,04/12/2020,2020-12-04 08:20:00
Wells Fargo,94,7303.0,04/12/2020,2020-12-04 21:40:00
Greatland Gold,95,7246.0,04/12/2020,2020-12-04 21:40:00
Snap Inc.,96,7191.0,04/12/2020,2020-12-04 21:40:00
Qualcomm,97,7184.0,04/12/2020,2020-12-04 21:40:00
Berkshire Hathaway,98,7147.0,04/12/2020,2020-12-04 18:40:00
Aviva,99,7113.0,04/12/2020,2020-12-04 18:20:00
Tesla,1,114552.0,07/12/2020,2020-12-07 20:40:00
Apple,2,84139.0,07/12/2020,2020-12-07 14:40:00
Amazon,3,77673.0,07/12/2020,2020-12-07 21:40:00
NIO Inc,4,75195.0,07/12/2020,2020-12-07 21:40:00
BP PLC,5,51793.0,07/12/2020,2020-12-07 15:40:00
Rolls-Royce Holdings,6,44381.0,07/12/2020,2020-12-07 19:40:00
Microsoft,7,43271.0,07/12/2020,2020-12-07 14:40:00
Pfizer,8,40506.0,07/12/2020,2020-12-07 14:40:00
National Grid,9,39461.0,07/12/2020,2020-12-07 14:40:00
Netflix,10,38323.0,07/12/2020,2020-12-07 14:40:00
easyJet,11,38010.0,07/12/2020,2020-12-07 10:40:00
Vanguard S&P 500 ETF,12,37441.0,07/12/2020,2020-12-07 21:40:00
Aston Martin,13,35283.0,07/12/2020,2020-12-07 13:40:00
Lloyds Banking Group,14,35241.0,07/12/2020,2020-12-07 16:40:00
Palantir,15,32077.0,07/12/2020,2020-12-07 21:40:00
Alibaba,16,31904.0,07/12/2020,2020-12-07 20:40:00
Barclays,17,30337.0,07/12/2020,2020-12-07 09:40:00
Nvidia,18,30285.0,07/12/2020,2020-12-07 14:40:00
IAG SA,19,30159.0,07/12/2020,2020-12-07 21:40:00
Alphabet Inc. Class A,20,30067.0,07/12/2020,2020-12-07 21:40:00
iShares Global Clean Energy,21,29713.0,07/12/2020,2020-12-07 21:40:00
Royal Dutch Shell,22,29308.0,07/12/2020,2020-12-07 14:40:00
Under Armour,23,29165.0,07/12/2020,2020-12-07 11:40:00
Cineworld Group,24,28720.0,07/12/2020,2020-12-07 09:40:00
Facebook,25,28418.0,07/12/2020,2020-12-07 14:40:00
Coca-Cola,26,27488.0,07/12/2020,2020-12-07 21:40:00
AstraZeneca,27,26670.0,07/12/2020,2020-12-07 10:40:00
Boeing,28,26279.0,07/12/2020,2020-12-07 21:40:00
Beyond Meat,29,25258.0,07/12/2020,2020-12-07 21:40:00
Walt Disney,30,22377.0,07/12/2020,2020-12-07 21:40:00
Advanced Micro Devices,31,21081.0,07/12/2020,2020-12-07 19:40:00
Nikola Corporation,32,20943.0,07/12/2020,2020-12-07 21:40:00
GlaxoSmithKline,33,20623.0,07/12/2020,2020-12-07 21:40:00
General Electric,34,20505.0,07/12/2020,2020-12-07 21:40:00
XPeng,35,20141.0,07/12/2020,2020-12-07 15:40:00
AT&T,36,19900.0,07/12/2020,2020-12-07 21:40:00
Virgin Galactic,37,19841.0,07/12/2020,2020-12-07 21:40:00
Zoom,38,18841.0,07/12/2020,2020-12-07 14:40:00
Moderna,39,18364.0,07/12/2020,2020-12-07 14:40:00
McDonald's,40,17304.0,07/12/2020,2020-12-07 20:40:00
Square,41,16995.0,07/12/2020,2020-12-07 20:40:00
Wirecard,42,16941.0,07/12/2020,2020-12-07 08:40:00
Tesco,43,16573.0,07/12/2020,2020-12-07 13:40:00
Bitcoin ETP,44,16210.0,07/12/2020,2020-12-07 08:40:00
Premier Oil,45,16196.0,07/12/2020,2020-12-07 10:40:00
PayPal,46,15930.0,07/12/2020,2020-12-07 21:40:00
Uber Technologies,47,15269.0,07/12/2020,2020-12-07 21:40:00
Aurora Cannabis,48,15059.0,07/12/2020,2020-12-07 14:40:00
Intel,49,14976.0,07/12/2020,2020-12-07 21:40:00
HSBC Holdings,50,14948.0,07/12/2020,2020-12-07 13:40:00
BioNTech,51,14351.0,07/12/2020,2020-12-07 14:40:00
Peloton Interactive,52,13620.0,07/12/2020,2020-12-07 14:40:00
Vanguard FTSE 100 GBP,53,13280.0,07/12/2020,2020-12-07 21:40:00
American Airlines,54,13197.0,07/12/2020,2020-12-07 21:40:00
Johnson & Johnson,55,13166.0,07/12/2020,2020-12-07 16:40:00
Visa,56,12942.0,07/12/2020,2020-12-07 21:40:00
Nike,57,12568.0,07/12/2020,2020-12-07 21:40:00
Tilray,58,11369.0,07/12/2020,2020-12-07 13:40:00
Carnival,59,11213.0,07/12/2020,2020-12-07 16:40:00
BAE Systems,60,11209.0,07/12/2020,2020-12-07 14:40:00
Shopify,61,11193.0,07/12/2020,2020-12-07 16:40:00
Plug Power,62,11114.0,07/12/2020,2020-12-07 21:40:00
boohoo,63,11010.0,07/12/2020,2020-12-07 14:40:00
Workhorse,64,10863.0,07/12/2020,2020-12-07 14:40:00
Vodafone Group,65,10676.0,07/12/2020,2020-12-07 15:40:00
Ocado Group,66,10643.0,07/12/2020,2020-12-07 11:40:00
Unilever,67,10507.0,07/12/2020,2020-12-07 14:40:00
Exxon Mobil,68,10450.0,07/12/2020,2020-12-07 21:40:00
WisdomTree WTI Crude Oil,69,10037.0,07/12/2020,2020-12-07 08:40:00
Switchback Energy Acquisition,70,9610.0,07/12/2020,2020-12-07 21:40:00
Salesforce,71,9417.0,07/12/2020,2020-12-07 21:40:00
Realty Income,72,9347.0,07/12/2020,2020-12-07 20:40:00
SmileDirectClub,73,9076.0,07/12/2020,2020-12-07 14:40:00
Delta Air Lines,74,8791.0,07/12/2020,2020-12-07 21:40:00
iShares Physical Gold,75,8713.0,07/12/2020,2020-12-07 15:40:00
Sundial Growers,76,8675.0,07/12/2020,2020-12-07 13:40:00
Sony,77,8641.0,07/12/2020,2020-12-07 14:40:00
J D Wetherspoon,78,8617.0,07/12/2020,2020-12-07 09:40:00
Slack,79,8440.0,07/12/2020,2020-12-07 14:40:00
Vanguard FTSE All-World High Dividend Yield,80,8439.0,07/12/2020,2020-12-07 19:40:00
Walmart,81,8363.0,07/12/2020,2020-12-07 21:40:00
IBM Corporation,82,8121.0,07/12/2020,2020-12-07 21:40:00
Legal & General Group,83,8113.0,07/12/2020,2020-12-07 21:40:00
BT Group,84,8010.0,07/12/2020,2020-12-07 13:40:00
JPMorgan Chase,85,7923.0,07/12/2020,2020-12-07 20:40:00
Hyliion Holdings,86,7880.0,07/12/2020,2020-12-07 21:40:00
Ford Motor,87,7826.0,07/12/2020,2020-12-07 21:40:00
Ideanomics,88,7768.0,07/12/2020,2020-12-07 14:40:00
Li Auto,89,7680.0,07/12/2020,2020-12-07 21:40:00
TUI,90,7609.0,07/12/2020,2020-12-07 21:40:00
Greatland Gold,91,7517.0,07/12/2020,2020-12-07 19:40:00
Powerhouse Energy,92,7470.0,07/12/2020,2020-12-07 11:40:00
Qualcomm,93,7396.0,07/12/2020,2020-12-07 21:40:00
Wells Fargo,94,7390.0,07/12/2020,2020-12-07 21:40:00
Blink Charging,95,7362.0,07/12/2020,2020-12-07 14:40:00
Snap Inc.,96,7352.0,07/12/2020,2020-12-07 21:40:00
Greggs,97,7298.0,07/12/2020,2020-12-07 11:40:00
Aviva,98,7213.0,07/12/2020,2020-12-07 16:40:00
Berkshire Hathaway,99,7182.0,07/12/2020,2020-12-07 20:40:00
Tesla,1,116369.0,08/12/2020,2020-12-08 20:40:00
Apple,2,84113.0,08/12/2020,2020-12-08 14:40:00
Amazon,3,77789.0,08/12/2020,2020-12-08 14:40:00
NIO Inc,4,75742.0,08/12/2020,2020-12-08 21:40:00
BP PLC,5,51996.0,08/12/2020,2020-12-08 13:40:00
Rolls-Royce Holdings,6,44859.0,08/12/2020,2020-12-08 13:40:00
Microsoft,7,43275.0,08/12/2020,2020-12-08 14:40:00
Pfizer,8,41059.0,08/12/2020,2020-12-08 21:40:00
National Grid,9,39537.0,08/12/2020,2020-12-08 14:40:00
Netflix,10,38094.0,08/12/2020,2020-12-08 17:40:00
easyJet,11,37997.0,08/12/2020,2020-12-08 08:40:00
Vanguard S&P 500 ETF,12,37669.0,08/12/2020,2020-12-08 21:40:00
Lloyds Banking Group,13,35357.0,08/12/2020,2020-12-08 10:40:00
Aston Martin,14,35304.0,08/12/2020,2020-12-08 10:40:00
Palantir,15,32671.0,08/12/2020,2020-12-08 14:40:00
Alibaba,16,31916.0,08/12/2020,2020-12-08 14:40:00
Nvidia,17,30512.0,08/12/2020,2020-12-08 21:40:00
IAG SA,18,30307.0,08/12/2020,2020-12-08 18:40:00
Barclays,19,30264.0,08/12/2020,2020-12-08 09:40:00
Alphabet Inc. Class A,20,30185.0,08/12/2020,2020-12-08 21:40:00
iShares Global Clean Energy,21,29951.0,08/12/2020,2020-12-08 13:40:00
Royal Dutch Shell,22,29449.0,08/12/2020,2020-12-08 13:40:00
Under Armour,23,29082.0,08/12/2020,2020-12-08 09:40:00
Cineworld Group,24,28809.0,08/12/2020,2020-12-08 09:40:00
Facebook,25,28403.0,08/12/2020,2020-12-08 21:40:00
Coca-Cola,26,27567.0,08/12/2020,2020-12-08 14:40:00
AstraZeneca,27,26759.0,08/12/2020,2020-12-08 21:40:00
Boeing,28,26540.0,08/12/2020,2020-12-08 21:40:00
Beyond Meat,29,25267.0,08/12/2020,2020-12-08 14:40:00
Walt Disney,30,22474.0,08/12/2020,2020-12-08 21:40:00
Advanced Micro Devices,31,21232.0,08/12/2020,2020-12-08 21:40:00
Nikola Corporation,32,21011.0,08/12/2020,2020-12-08 21:40:00
General Electric,33,20913.0,08/12/2020,2020-12-08 21:40:00
GlaxoSmithKline,34,20717.0,08/12/2020,2020-12-08 10:40:00
XPeng,35,20412.0,08/12/2020,2020-12-08 21:40:00
Virgin Galactic,36,20269.0,08/12/2020,2020-12-08 21:40:00
AT&T,37,19974.0,08/12/2020,2020-12-08 15:40:00
Zoom,38,18829.0,08/12/2020,2020-12-08 14:40:00
Moderna,39,18676.0,08/12/2020,2020-12-08 21:40:00
McDonald's,40,17355.0,08/12/2020,2020-12-08 16:40:00
Square,41,17160.0,08/12/2020,2020-12-08 18:40:00
Wirecard,42,16892.0,08/12/2020,2020-12-08 10:40:00
Tesco,43,16635.0,08/12/2020,2020-12-08 11:40:00
Bitcoin ETP,44,16263.0,08/12/2020,2020-12-08 11:40:00
Premier Oil,45,16177.0,08/12/2020,2020-12-08 14:40:00
PayPal,46,16000.0,08/12/2020,2020-12-08 16:40:00
Uber Technologies,47,15407.0,08/12/2020,2020-12-08 21:40:00
HSBC Holdings,48,15116.0,08/12/2020,2020-12-08 16:40:00
Aurora Cannabis,49,15014.0,08/12/2020,2020-12-08 14:40:00
Intel,50,14994.0,08/12/2020,2020-12-08 14:40:00
BioNTech,51,14603.0,08/12/2020,2020-12-08 21:40:00
Peloton Interactive,52,13561.0,08/12/2020,2020-12-08 14:40:00
American Airlines,53,13362.0,08/12/2020,2020-12-08 21:40:00
Vanguard FTSE 100 GBP,54,13338.0,08/12/2020,2020-12-08 14:40:00
Johnson & Johnson,55,13202.0,08/12/2020,2020-12-08 14:40:00
Visa,56,12974.0,08/12/2020,2020-12-08 18:40:00
Nike,57,12791.0,08/12/2020,2020-12-08 21:40:00
Tilray,58,11298.0,08/12/2020,2020-12-08 13:40:00
Carnival,59,11252.0,08/12/2020,2020-12-08 10:40:00
Shopify,60,11230.0,08/12/2020,2020-12-08 14:40:00
BAE Systems,61,11199.0,08/12/2020,2020-12-08 07:40:00
Plug Power,62,11142.0,08/12/2020,2020-12-08 14:40:00
boohoo,63,10990.0,08/12/2020,2020-12-08 07:40:00
Workhorse,64,10829.0,08/12/2020,2020-12-08 14:40:00
Vodafone Group,65,10731.0,08/12/2020,2020-12-08 08:40:00
Ocado Group,66,10624.0,08/12/2020,2020-12-08 08:40:00
Unilever,67,10512.0,08/12/2020,2020-12-08 08:40:00
Exxon Mobil,68,10509.0,08/12/2020,2020-12-08 20:40:00
WisdomTree WTI Crude Oil,69,10005.0,08/12/2020,2020-12-08 08:40:00
Switchback Energy Acquisition,70,9683.0,08/12/2020,2020-12-08 15:40:00
Salesforce,71,9564.0,08/12/2020,2020-12-08 21:40:00
Realty Income,72,9425.0,08/12/2020,2020-12-08 21:40:00
SmileDirectClub,73,9039.0,08/12/2020,2020-12-08 07:40:00
Delta Air Lines,74,8792.0,08/12/2020,2020-12-08 14:40:00
iShares Physical Gold,75,8770.0,08/12/2020,2020-12-08 21:40:00
Sony,76,8628.0,08/12/2020,2020-12-08 13:40:00
J D Wetherspoon,77,8597.0,08/12/2020,2020-12-08 10:40:00
Vanguard FTSE All-World High Dividend Yield,78,8497.0,08/12/2020,2020-12-08 18:40:00
Sundial Growers,79,8458.0,08/12/2020,2020-12-08 13:40:00
Slack,80,8371.0,08/12/2020,2020-12-08 14:40:00
Walmart,81,8365.0,08/12/2020,2020-12-08 14:40:00
IBM Corporation,82,8178.0,08/12/2020,2020-12-08 21:40:00
Legal & General Group,83,8124.0,08/12/2020,2020-12-08 09:40:00
Hyliion Holdings,84,8031.0,08/12/2020,2020-12-08 21:40:00
BT Group,85,8009.0,08/12/2020,2020-12-08 11:40:00
JPMorgan Chase,86,7964.0,08/12/2020,2020-12-08 20:40:00
Li Auto,87,7914.0,08/12/2020,2020-12-08 21:40:00
Ford Motor,88,7837.0,08/12/2020,2020-12-08 21:40:00
Ideanomics,89,7776.0,08/12/2020,2020-12-08 14:40:00
Greatland Gold,90,7676.0,08/12/2020,2020-12-08 21:40:00
TUI,91,7639.0,08/12/2020,2020-12-08 11:40:00
Snap Inc.,92,7500.0,08/12/2020,2020-12-08 20:40:00
Qualcomm,93,7493.0,08/12/2020,2020-12-08 21:40:00
Powerhouse Energy,94,7467.0,08/12/2020,2020-12-08 16:40:00
Wells Fargo,95,7417.0,08/12/2020,2020-12-08 14:40:00
Blink Charging,96,7335.0,08/12/2020,2020-12-08 14:40:00
Greggs,97,7294.0,08/12/2020,2020-12-08 08:40:00
Aviva,98,7230.0,08/12/2020,2020-12-08 15:40:00
Berkshire Hathaway,99,7204.0,08/12/2020,2020-12-08 18:40:00
Tesla,1,118602.0,09/12/2020,2020-12-09 20:40:00
Apple,2,84183.0,09/12/2020,2020-12-09 15:00:00
Amazon,3,77903.0,09/12/2020,2020-12-09 15:40:00
NIO Inc,4,76010.0,09/12/2020,2020-12-09 15:00:00
BP PLC,5,52160.0,09/12/2020,2020-12-09 20:40:00
Rolls-Royce Holdings,6,45030.0,09/12/2020,2020-12-09 16:40:00
Microsoft,7,43261.0,09/12/2020,2020-12-09 15:40:00
Pfizer,8,41159.0,09/12/2020,2020-12-09 15:00:00
National Grid,9,39537.0,09/12/2020,2020-12-09 15:00:00
Netflix,10,38132.0,09/12/2020,2020-12-09 20:40:00
easyJet,11,38001.0,09/12/2020,2020-12-09 15:00:00
Vanguard S&P 500 ETF,12,37912.0,09/12/2020,2020-12-09 19:40:00
Lloyds Banking Group,13,35415.0,09/12/2020,2020-12-09 16:40:00
Aston Martin,14,35381.0,09/12/2020,2020-12-09 15:00:00
Palantir,15,32506.0,09/12/2020,2020-12-09 15:00:00
Alibaba,16,31901.0,09/12/2020,2020-12-09 15:00:00
Nvidia,17,30681.0,09/12/2020,2020-12-09 20:40:00
IAG SA,18,30421.0,09/12/2020,2020-12-09 18:20:00
Alphabet Inc. Class A,19,30316.0,09/12/2020,2020-12-09 20:40:00
iShares Global Clean Energy,20,30233.0,09/12/2020,2020-12-09 20:40:00
Barclays,21,30203.0,09/12/2020,2020-12-09 15:00:00
Royal Dutch Shell,22,29507.0,09/12/2020,2020-12-09 16:40:00
Under Armour,23,29009.0,09/12/2020,2020-12-09 15:00:00
Cineworld Group,24,28574.0,09/12/2020,2020-12-09 15:00:00
Facebook,25,28530.0,09/12/2020,2020-12-09 18:20:00
Coca-Cola,26,27605.0,09/12/2020,2020-12-09 15:40:00
AstraZeneca,27,26967.0,09/12/2020,2020-12-09 15:00:00
Boeing,28,26694.0,09/12/2020,2020-12-09 15:40:00
Beyond Meat,29,25196.0,09/12/2020,2020-12-09 15:00:00
Walt Disney,30,22605.0,09/12/2020,2020-12-09 17:40:00
Advanced Micro Devices,31,21294.0,09/12/2020,2020-12-09 15:00:00
General Electric,32,21277.0,09/12/2020,2020-12-09 20:40:00
Nikola Corporation,33,21123.0,09/12/2020,2020-12-09 16:40:00
GlaxoSmithKline,34,20698.0,09/12/2020,2020-12-09 15:00:00
Virgin Galactic,35,20515.0,09/12/2020,2020-12-09 17:40:00
XPeng,36,20448.0,09/12/2020,2020-12-09 15:00:00
AT&T,37,20056.0,09/12/2020,2020-12-09 18:40:00
Moderna,38,18901.0,09/12/2020,2020-12-09 16:40:00
Zoom,39,18705.0,09/12/2020,2020-12-09 15:40:00
McDonald's,40,17373.0,09/12/2020,2020-12-09 16:40:00
Square,41,17285.0,09/12/2020,2020-12-09 17:40:00
Wirecard,42,16838.0,09/12/2020,2020-12-09 15:40:00
Tesco,43,16606.0,09/12/2020,2020-12-09 16:40:00
Bitcoin ETP,44,16356.0,09/12/2020,2020-12-09 15:00:00
Premier Oil,45,16169.0,09/12/2020,2020-12-09 15:00:00
PayPal,46,16060.0,09/12/2020,2020-12-09 18:20:00
Uber Technologies,47,15515.0,09/12/2020,2020-12-09 20:40:00
HSBC Holdings,48,15089.0,09/12/2020,2020-12-09 19:40:00
Aurora Cannabis,49,15006.0,09/12/2020,2020-12-09 15:00:00
Intel,50,14961.0,09/12/2020,2020-12-09 15:00:00
BioNTech,51,14686.0,09/12/2020,2020-12-09 15:00:00
Peloton Interactive,52,13569.0,09/12/2020,2020-12-09 15:40:00
American Airlines,53,13431.0,09/12/2020,2020-12-09 17:40:00
Vanguard FTSE 100 GBP,54,13385.0,09/12/2020,2020-12-09 15:00:00
Johnson & Johnson,55,13215.0,09/12/2020,2020-12-09 15:00:00
Visa,56,13013.0,09/12/2020,2020-12-09 15:00:00
Nike,57,12880.0,09/12/2020,2020-12-09 20:40:00
Shopify,58,11503.0,09/12/2020,2020-12-09 20:40:00
Carnival,59,11325.0,09/12/2020,2020-12-09 20:40:00
Tilray,60,11249.0,09/12/2020,2020-12-09 15:40:00
BAE Systems,61,11114.0,09/12/2020,2020-12-09 15:00:00
Plug Power,62,10965.0,09/12/2020,2020-12-09 15:00:00
boohoo,63,10881.0,09/12/2020,2020-12-09 15:00:00
Workhorse,64,10833.0,09/12/2020,2020-12-09 15:00:00
Vodafone Group,65,10713.0,09/12/2020,2020-12-09 15:00:00
Exxon Mobil,66,10564.0,09/12/2020,2020-12-09 16:40:00
Unilever,67,10523.0,09/12/2020,2020-12-09 15:40:00
Ocado Group,68,10478.0,09/12/2020,2020-12-09 15:00:00
WisdomTree WTI Crude Oil,69,9945.0,09/12/2020,2020-12-09 15:00:00
Switchback Energy Acquisition,70,9619.0,09/12/2020,2020-12-09 15:00:00
Salesforce,71,9616.0,09/12/2020,2020-12-09 15:00:00
Realty Income,72,9490.0,09/12/2020,2020-12-09 20:40:00
SmileDirectClub,73,8949.0,09/12/2020,2020-12-09 15:00:00
Delta Air Lines,74,8815.0,09/12/2020,2020-12-09 15:40:00
iShares Physical Gold,75,8790.0,09/12/2020,2020-12-09 15:40:00
J D Wetherspoon,76,8596.0,09/12/2020,2020-12-09 15:00:00
Sony,77,8558.0,09/12/2020,2020-12-09 15:00:00
Vanguard FTSE All-World High Dividend Yield,78,8525.0,09/12/2020,2020-12-09 20:40:00
Walmart,79,8361.0,09/12/2020,2020-12-09 16:40:00
Sundial Growers,80,8354.0,09/12/2020,2020-12-09 15:00:00
Slack,81,8289.0,09/12/2020,2020-12-09 15:40:00
IBM Corporation,82,8221.0,09/12/2020,2020-12-09 15:00:00
Legal & General Group,83,8102.0,09/12/2020,2020-12-09 20:40:00
JPMorgan Chase,84,8019.0,09/12/2020,2020-12-09 15:00:00
Hyliion Holdings,85,8015.0,09/12/2020,2020-12-09 15:00:00
BT Group,86,7982.0,09/12/2020,2020-12-09 20:40:00
Li Auto,87,7930.0,09/12/2020,2020-12-09 15:00:00
Ford Motor,88,7836.0,09/12/2020,2020-12-09 15:00:00
Greatland Gold,89,7811.0,09/12/2020,2020-12-09 20:40:00
Ideanomics,90,7747.0,09/12/2020,2020-12-09 15:00:00
TUI,91,7648.0,09/12/2020,2020-12-09 20:40:00
Snap Inc.,92,7587.0,09/12/2020,2020-12-09 17:40:00
Qualcomm,93,7563.0,09/12/2020,2020-12-09 20:40:00
Powerhouse Energy,94,7485.0,09/12/2020,2020-12-09 15:40:00
DoorDash,95,7480.0,09/12/2020,2020-12-09 20:40:00
Wells Fargo,96,7443.0,09/12/2020,2020-12-09 16:40:00
Greggs,97,7293.0,09/12/2020,2020-12-09 16:40:00
Blink Charging,98,7256.0,09/12/2020,2020-12-09 15:00:00
iShares Electric Vehicles and Driving Technology,99,7246.0,09/12/2020,2020-12-09 20:40:00
Aviva,100,7232.0,09/12/2020,2020-12-09 15:40:00
Berkshire Hathaway,101,7202.0,09/12/2020,2020-12-09 17:40:00
Tesla,1,119505.0,10/12/2020,2020-12-10 16:40:00
Apple,2,84098.0,10/12/2020,2020-12-10 15:40:00
Amazon,3,78034.0,10/12/2020,2020-12-10 21:40:00
NIO Inc,4,75765.0,10/12/2020,2020-12-10 10:40:00
BP PLC,5,52297.0,10/12/2020,2020-12-10 09:40:00
Rolls-Royce Holdings,6,45071.0,10/12/2020,2020-12-10 09:40:00
Microsoft,7,43327.0,10/12/2020,2020-12-10 21:40:00
Pfizer,8,40613.0,10/12/2020,2020-12-10 12:40:00
National Grid,9,39463.0,10/12/2020,2020-12-10 08:00:00
Netflix,10,38265.0,10/12/2020,2020-12-10 15:40:00
easyJet,11,38031.0,10/12/2020,2020-12-10 12:40:00
Vanguard S&P 500 ETF,12,38011.0,10/12/2020,2020-12-10 15:40:00
Lloyds Banking Group,13,35644.0,10/12/2020,2020-12-10 14:40:00
Aston Martin,14,35427.0,10/12/2020,2020-12-10 09:40:00
Palantir,15,32580.0,10/12/2020,2020-12-10 15:40:00
Alibaba,16,31713.0,10/12/2020,2020-12-10 13:40:00
Nvidia,17,30852.0,10/12/2020,2020-12-10 21:40:00
IAG SA,18,30498.0,10/12/2020,2020-12-10 10:40:00
Alphabet Inc. Class A,19,30481.0,10/12/2020,2020-12-10 21:40:00
iShares Global Clean Energy,20,30357.0,10/12/2020,2020-12-10 11:40:00
Barclays,21,30352.0,10/12/2020,2020-12-10 15:40:00
Royal Dutch Shell,22,29531.0,10/12/2020,2020-12-10 09:40:00
Under Armour,23,28950.0,10/12/2020,2020-12-10 12:40:00
Cineworld Group,24,28560.0,10/12/2020,2020-12-10 09:40:00
Facebook,25,28499.0,10/12/2020,2020-12-10 13:40:00
Coca-Cola,26,27612.0,10/12/2020,2020-12-10 14:40:00
AstraZeneca,27,26934.0,10/12/2020,2020-12-10 08:00:00
Boeing,28,26622.0,10/12/2020,2020-12-10 15:40:00
Beyond Meat,29,25150.0,10/12/2020,2020-12-10 21:40:00
Walt Disney,30,22767.0,10/12/2020,2020-12-10 21:40:00
Airbnb,31,21905.0,10/12/2020,2020-12-10 21:40:00
General Electric,32,21734.0,10/12/2020,2020-12-10 21:40:00
Advanced Micro Devices,33,21327.0,10/12/2020,2020-12-10 20:40:00
Nikola Corporation,34,21063.0,10/12/2020,2020-12-10 14:40:00
GlaxoSmithKline,35,20692.0,10/12/2020,2020-12-10 08:00:00
Virgin Galactic,36,20624.0,10/12/2020,2020-12-10 21:40:00
XPeng,37,20337.0,10/12/2020,2020-12-10 13:40:00
AT&T,38,20223.0,10/12/2020,2020-12-10 21:40:00
Moderna,39,18807.0,10/12/2020,2020-12-10 13:40:00
Zoom,40,18657.0,10/12/2020,2020-12-10 13:40:00
Square,41,17383.0,10/12/2020,2020-12-10 21:40:00
McDonald's,42,17369.0,10/12/2020,2020-12-10 19:40:00
Wirecard,43,16837.0,10/12/2020,2020-12-10 07:40:00
Tesco,44,16639.0,10/12/2020,2020-12-10 09:40:00
Bitcoin ETP,45,16271.0,10/12/2020,2020-12-10 08:00:00
Premier Oil,46,16150.0,10/12/2020,2020-12-10 07:40:00
PayPal,47,16099.0,10/12/2020,2020-12-10 21:40:00
Uber Technologies,48,15624.0,10/12/2020,2020-12-10 15:40:00
HSBC Holdings,49,15106.0,10/12/2020,2020-12-10 12:40:00
Aurora Cannabis,50,14915.0,10/12/2020,2020-12-10 13:40:00
Intel,51,14906.0,10/12/2020,2020-12-10 14:40:00
BioNTech,52,14512.0,10/12/2020,2020-12-10 14:40:00
Peloton Interactive,53,13568.0,10/12/2020,2020-12-10 15:40:00
American Airlines,54,13414.0,10/12/2020,2020-12-10 12:40:00
Vanguard FTSE 100 GBP,55,13412.0,10/12/2020,2020-12-10 13:40:00
Johnson & Johnson,56,13222.0,10/12/2020,2020-12-10 14:40:00
Visa,57,13067.0,10/12/2020,2020-12-10 21:40:00
Nike,58,12915.0,10/12/2020,2020-12-10 21:40:00
Shopify,59,11616.0,10/12/2020,2020-12-10 21:40:00
Carnival,60,11382.0,10/12/2020,2020-12-10 09:40:00
Tilray,61,11208.0,10/12/2020,2020-12-10 13:40:00
BAE Systems,62,11107.0,10/12/2020,2020-12-10 07:40:00
Plug Power,63,10958.0,10/12/2020,2020-12-10 21:40:00
boohoo,64,10863.0,10/12/2020,2020-12-10 08:00:00
Vodafone Group,65,10741.0,10/12/2020,2020-12-10 13:40:00
Workhorse,66,10682.0,10/12/2020,2020-12-10 11:40:00
Ocado Group,67,10646.0,10/12/2020,2020-12-10 21:40:00
Exxon Mobil,68,10623.0,10/12/2020,2020-12-10 21:40:00
Unilever,69,10516.0,10/12/2020,2020-12-10 09:40:00
WisdomTree WTI Crude Oil,70,9944.0,10/12/2020,2020-12-10 07:40:00
Salesforce,71,9648.0,10/12/2020,2020-12-10 21:40:00
Realty Income,72,9564.0,10/12/2020,2020-12-10 21:40:00
Switchback Energy Acquisition,73,9541.0,10/12/2020,2020-12-10 16:40:00
SmileDirectClub,74,8894.0,10/12/2020,2020-12-10 13:40:00
iShares Physical Gold,75,8798.0,10/12/2020,2020-12-10 09:40:00
Delta Air Lines,76,8775.0,10/12/2020,2020-12-10 13:40:00
J D Wetherspoon,77,8582.0,10/12/2020,2020-12-10 08:00:00
Vanguard FTSE All-World High Dividend Yield,78,8565.0,10/12/2020,2020-12-10 14:40:00
Sony,79,8491.0,10/12/2020,2020-12-10 12:40:00
Walmart,80,8360.0,10/12/2020,2020-12-10 21:40:00
IBM Corporation,81,8238.0,10/12/2020,2020-12-10 21:40:00
Slack,82,8214.0,10/12/2020,2020-12-10 11:40:00
Legal & General Group,83,8167.0,10/12/2020,2020-12-10 13:40:00
Sundial Growers,84,8149.0,10/12/2020,2020-12-10 07:40:00
DoorDash,85,8066.0,10/12/2020,2020-12-10 14:40:00
JPMorgan Chase,86,8059.0,10/12/2020,2020-12-10 21:40:00
BT Group,87,8001.0,10/12/2020,2020-12-10 12:40:00
Hyliion Holdings,88,7997.0,10/12/2020,2020-12-10 21:40:00
Greatland Gold,89,7917.0,10/12/2020,2020-12-10 11:40:00
Li Auto,90,7876.0,10/12/2020,2020-12-10 13:40:00
Ford Motor,91,7838.0,10/12/2020,2020-12-10 20:40:00
TUI,92,7675.0,10/12/2020,2020-12-10 21:40:00
Snap Inc.,93,7641.0,10/12/2020,2020-12-10 21:40:00
Ideanomics,94,7637.0,10/12/2020,2020-12-10 08:00:00
Qualcomm,95,7621.0,10/12/2020,2020-12-10 21:40:00
